from,to,intensity_forecast,intensity_actual,intensity_index
2019-03-25T00:00Z,2019-03-25T00:30Z,87,91,low
2019-03-25T00:30Z,2019-03-25T01:00Z,87,94,low
2019-03-25T01:00Z,2019-03-25T01:30Z,99,87,low
2019-03-25T01:30Z,2019-03-25T02:00Z,97,84,low
2019-03-25T02:00Z,2019-03-25T02:30Z,88,86,low
2019-03-25T02:30Z,2019-03-25T03:00Z,87,89,low
2019-03-25T03:00Z,2019-03-25T03:30Z,88,88,low
2019-03-25T03:30Z,2019-03-25T04:00Z,91,89,low
2019-03-25T04:00Z,2019-03-25T04:30Z,91,98,low
2019-03-26T00:00Z,2019-03-26T00:30Z,246,238,moderate
2019-03-26T00:30Z,2019-03-26T01:00Z,239,234,moderate
2019-03-26T01:00Z,2019-03-26T01:30Z,242,224,moderate
2019-03-26T01:30Z,2019-03-26T02:00Z,239,226,moderate
2019-03-26T02:00Z,2019-03-26T02:30Z,224,231,moderate
2019-03-26T02:30Z,2019-03-26T03:00Z,229,226,moderate
2019-03-26T03:00Z,2019-03-26T03:30Z,231,221,moderate
2019-03-26T03:30Z,2019-03-26T04:00Z,225,220,moderate
2019-03-26T04:00Z,2019-03-26T04:30Z,218,220,moderate
2019-03-27T00:00Z,2019-03-27T00:30Z,220,216,moderate
2019-03-27T00:30Z,2019-03-27T01:00Z,209,220,moderate
2019-03-27T01:00Z,2019-03-27T01:30Z,220,221,moderate
2019-03-27T01:30Z,2019-03-27T02:00Z,227,219,moderate
2019-03-27T02:00Z,2019-03-27T02:30Z,223,221,moderate
2019-03-27T02:30Z,2019-03-27T03:00Z,221,221,moderate
2019-03-27T03:00Z,2019-03-27T03:30Z,220,217,moderate
2019-03-27T03:30Z,2019-03-27T04:00Z,220,218,moderate
2019-03-27T04:00Z,2019-03-27T04:30Z,218,220,moderate
2019-03-28T00:00Z,2019-03-28T00:30Z,232,238,moderate
2019-03-28T00:30Z,2019-03-28T01:00Z,227,240,moderate
2019-03-28T01:00Z,2019-03-28T01:30Z,244,241,moderate
2019-03-28T01:30Z,2019-03-28T02:00Z,251,239,moderate
2019-03-28T02:00Z,2019-03-28T02:30Z,244,240,moderate
2019-03-28T02:30Z,2019-03-28T03:00Z,240,239,moderate
2019-03-28T03:00Z,2019-03-28T03:30Z,238,240,moderate
2019-03-28T03:30Z,2019-03-28T04:00Z,239,241,moderate
2019-03-28T04:00Z,2019-03-28T04:30Z,242,242,moderate
2019-03-29T00:00Z,2019-03-29T00:30Z,193,192,moderate
2019-03-29T00:30Z,2019-03-29T01:00Z,185,189,moderate
2019-03-29T01:00Z,2019-03-29T01:30Z,197,183,moderate
2019-03-29T01:30Z,2019-03-29T02:00Z,193,186,moderate
2019-03-29T02:00Z,2019-03-29T02:30Z,185,196,moderate
2019-03-29T02:30Z,2019-03-29T03:00Z,191,190,moderate
2019-03-29T03:00Z,2019-03-29T03:30Z,194,188,moderate
2019-03-29T03:30Z,2019-03-29T04:00Z,188,185,moderate
2019-03-29T04:00Z,2019-03-29T04:30Z,188,186,moderate
2019-03-30T00:00Z,2019-03-30T00:30Z,237,236,moderate
2019-03-30T00:30Z,2019-03-30T01:00Z,227,239,moderate
2019-03-30T01:00Z,2019-03-30T01:30Z,241,243,moderate
2019-03-30T01:30Z,2019-03-30T02:00Z,254,248,moderate
2019-03-30T02:00Z,2019-03-30T02:30Z,254,249,moderate
2019-03-30T02:30Z,2019-03-30T03:00Z,249,248,moderate
2019-03-30T03:00Z,2019-03-30T03:30Z,248,246,moderate
2019-03-30T03:30Z,2019-03-30T04:00Z,247,244,moderate
2019-03-30T04:00Z,2019-03-30T04:30Z,248,244,moderate
2019-03-31T00:00Z,2019-03-31T00:30Z,237,,moderate
2019-03-31T00:30Z,2019-03-31T01:00Z,230,,moderate
2019-03-31T01:00Z,2019-03-31T01:30Z,225,,moderate
2019-03-31T01:30Z,2019-03-31T02:00Z,221,,moderate
2019-03-31T02:00Z,2019-03-31T02:30Z,218,,moderate
2019-03-31T02:30Z,2019-03-31T03:00Z,215,,moderate
2019-03-31T03:00Z,2019-03-31T03:30Z,210,,moderate
2019-03-31T03:30Z,2019-03-31T04:00Z,202,,moderate
2019-03-31T04:00Z,2019-03-31T04:30Z,195,,moderate
2019-03-31T23:00Z,2019-03-31T23:30Z,211,160,moderate
2019-03-31T23:30Z,2019-04-01T00:00Z,203,158,low
2019-04-01T00:00Z,2019-04-01T00:30Z,196,161,moderate
2019-04-01T00:30Z,2019-04-01T01:00Z,188,166,moderate
2019-04-01T01:00Z,2019-04-01T01:30Z,183,171,moderate
2019-04-01T01:30Z,2019-04-01T02:00Z,181,170,moderate
2019-04-01T02:00Z,2019-04-01T02:30Z,182,168,moderate
2019-04-01T02:30Z,2019-04-01T03:00Z,184,163,moderate
2019-04-01T03:00Z,2019-04-01T03:30Z,184,162,moderate
2019-04-01T23:00Z,2019-04-01T23:30Z,219,222,moderate
2019-04-01T23:30Z,2019-04-02T00:00Z,214,230,moderate
2019-04-02T00:00Z,2019-04-02T00:30Z,225,239,moderate
2019-04-02T00:30Z,2019-04-02T01:00Z,227,242,moderate
2019-04-02T01:00Z,2019-04-02T01:30Z,240,242,moderate
2019-04-02T01:30Z,2019-04-02T02:00Z,251,254,moderate
2019-04-02T02:00Z,2019-04-02T02:30Z,253,258,moderate
2019-04-02T02:30Z,2019-04-02T03:00Z,258,256,moderate
2019-04-02T03:00Z,2019-04-02T03:30Z,256,254,moderate
2019-04-02T23:00Z,2019-04-02T23:30Z,210,196,moderate
2019-04-02T23:30Z,2019-04-03T00:00Z,205,196,moderate
2019-04-03T00:00Z,2019-04-03T00:30Z,196,199,moderate
2019-04-03T00:30Z,2019-04-03T01:00Z,198,202,moderate
2019-04-03T01:00Z,2019-04-03T01:30Z,204,195,moderate
2019-04-03T01:30Z,2019-04-03T02:00Z,203,201,moderate
2019-04-03T02:00Z,2019-04-03T02:30Z,196,202,moderate
2019-04-03T02:30Z,2019-04-03T03:00Z,199,203,moderate
2019-04-03T03:00Z,2019-04-03T03:30Z,197,206,moderate
2019-04-03T23:00Z,2019-04-03T23:30Z,204,195,moderate
2019-04-03T23:30Z,2019-04-04T00:00Z,200,195,moderate
2019-04-04T00:00Z,2019-04-04T00:30Z,197,198,moderate
2019-04-04T00:30Z,2019-04-04T01:00Z,198,206,moderate
2019-04-04T01:00Z,2019-04-04T01:30Z,206,211,moderate
2019-04-04T01:30Z,2019-04-04T02:00Z,215,207,moderate
2019-04-04T02:00Z,2019-04-04T02:30Z,217,206,moderate
2019-04-04T02:30Z,2019-04-04T03:00Z,207,206,moderate
2019-04-04T03:00Z,2019-04-04T03:30Z,202,204,moderate
2019-04-04T23:00Z,2019-04-04T23:30Z,114,112,low
2019-04-04T23:30Z,2019-04-05T00:00Z,111,113,low
2019-04-05T00:00Z,2019-04-05T00:30Z,114,123,low
2019-04-05T00:30Z,2019-04-05T01:00Z,115,138,low
2019-04-05T01:00Z,2019-04-05T01:30Z,134,144,low
2019-04-05T01:30Z,2019-04-05T02:00Z,149,136,low
2019-04-05T02:00Z,2019-04-05T02:30Z,150,132,low
2019-04-05T02:30Z,2019-04-05T03:00Z,142,135,low
2019-04-05T03:00Z,2019-04-05T03:30Z,129,142,low
2019-04-05T23:00Z,2019-04-05T23:30Z,185,189,moderate
2019-04-05T23:30Z,2019-04-06T00:00Z,181,194,moderate
2019-04-06T00:00Z,2019-04-06T00:30Z,192,202,moderate
2019-04-06T00:30Z,2019-04-06T01:00Z,198,209,moderate
2019-04-06T01:00Z,2019-04-06T01:30Z,212,210,moderate
2019-04-06T01:30Z,2019-04-06T02:00Z,218,220,moderate
2019-04-06T02:00Z,2019-04-06T02:30Z,219,226,moderate
2019-04-06T02:30Z,2019-04-06T03:00Z,229,228,moderate
2019-04-06T03:00Z,2019-04-06T03:30Z,226,230,moderate
2019-04-06T23:00Z,2019-04-06T23:30Z,210,207,moderate
2019-04-06T23:30Z,2019-04-07T00:00Z,206,204,moderate
2019-04-07T00:00Z,2019-04-07T00:30Z,207,207,moderate
2019-04-07T00:30Z,2019-04-07T01:00Z,205,214,moderate
2019-04-07T01:00Z,2019-04-07T01:30Z,211,217,moderate
2019-04-07T01:30Z,2019-04-07T02:00Z,221,221,moderate
2019-04-07T02:00Z,2019-04-07T02:30Z,224,220,moderate
2019-04-07T02:30Z,2019-04-07T03:00Z,227,213,moderate
2019-04-07T03:00Z,2019-04-07T03:30Z,215,208,moderate
2019-04-07T23:00Z,2019-04-07T23:30Z,191,192,moderate
2019-04-07T23:30Z,2019-04-08T00:00Z,186,194,moderate
2019-04-08T00:00Z,2019-04-08T00:30Z,192,202,moderate
2019-04-08T00:30Z,2019-04-08T01:00Z,198,207,moderate
2019-04-08T01:00Z,2019-04-08T01:30Z,209,212,moderate
2019-04-08T01:30Z,2019-04-08T02:00Z,214,211,moderate
2019-04-08T02:00Z,2019-04-08T02:30Z,214,213,moderate
2019-04-08T02:30Z,2019-04-08T03:00Z,215,215,moderate
2019-04-08T03:00Z,2019-04-08T03:30Z,210,217,moderate
2019-04-08T23:00Z,2019-04-08T23:30Z,195,193,moderate
2019-04-08T23:30Z,2019-04-09T00:00Z,186,191,moderate
2019-04-09T00:00Z,2019-04-09T00:30Z,188,193,moderate
2019-04-09T00:30Z,2019-04-09T01:00Z,194,199,moderate
2019-04-09T01:00Z,2019-04-09T01:30Z,198,196,moderate
2019-04-09T01:30Z,2019-04-09T02:00Z,203,191,moderate
2019-04-09T02:00Z,2019-04-09T02:30Z,198,187,moderate
2019-04-09T02:30Z,2019-04-09T03:00Z,189,188,moderate
2019-04-09T03:00Z,2019-04-09T03:30Z,182,187,moderate
2019-04-09T23:00Z,2019-04-09T23:30Z,185,186,moderate
2019-04-09T23:30Z,2019-04-10T00:00Z,180,191,moderate
2019-04-10T00:00Z,2019-04-10T00:30Z,189,198,moderate
2019-04-10T00:30Z,2019-04-10T01:00Z,198,200,moderate
2019-04-10T01:00Z,2019-04-10T01:30Z,208,199,moderate
2019-04-10T01:30Z,2019-04-10T02:00Z,207,210,moderate
2019-04-10T02:00Z,2019-04-10T02:30Z,204,214,moderate
2019-04-10T02:30Z,2019-04-10T03:00Z,217,217,moderate
2019-04-10T03:00Z,2019-04-10T03:30Z,215,220,moderate
2019-04-10T23:00Z,2019-04-10T23:30Z,240,243,moderate
2019-04-10T23:30Z,2019-04-11T00:00Z,233,245,moderate
2019-04-11T00:00Z,2019-04-11T00:30Z,245,246,moderate
2019-04-11T00:30Z,2019-04-11T01:00Z,250,248,moderate
2019-04-11T01:00Z,2019-04-11T01:30Z,251,248,moderate
2019-04-11T01:30Z,2019-04-11T02:00Z,253,256,moderate
2019-04-11T02:00Z,2019-04-11T02:30Z,252,258,moderate
2019-04-11T02:30Z,2019-04-11T03:00Z,258,260,high
2019-04-11T03:00Z,2019-04-11T03:30Z,257,262,high
2019-04-11T23:00Z,2019-04-11T23:30Z,275,257,moderate
2019-04-11T23:30Z,2019-04-12T00:00Z,272,253,moderate
2019-04-12T00:00Z,2019-04-12T00:30Z,256,252,moderate
2019-04-12T00:30Z,2019-04-12T01:00Z,254,252,moderate
2019-04-12T01:00Z,2019-04-12T01:30Z,260,253,moderate
2019-04-12T01:30Z,2019-04-12T02:00Z,256,260,high
2019-04-12T02:00Z,2019-04-12T02:30Z,258,258,moderate
2019-04-12T02:30Z,2019-04-12T03:00Z,260,257,moderate
2019-04-12T03:00Z,2019-04-12T03:30Z,255,255,moderate
2019-04-12T23:00Z,2019-04-12T23:30Z,192,188,moderate
2019-04-12T23:30Z,2019-04-13T00:00Z,186,187,moderate
2019-04-13T00:00Z,2019-04-13T00:30Z,186,189,moderate
2019-04-13T00:30Z,2019-04-13T01:00Z,189,190,moderate
2019-04-13T01:00Z,2019-04-13T01:30Z,194,193,moderate
2019-04-13T01:30Z,2019-04-13T02:00Z,196,204,moderate
2019-04-13T02:00Z,2019-04-13T02:30Z,198,207,moderate
2019-04-13T02:30Z,2019-04-13T03:00Z,209,208,moderate
2019-04-13T03:00Z,2019-04-13T03:30Z,209,208,moderate
2019-04-13T23:00Z,2019-04-13T23:30Z,151,164,moderate
2019-04-13T23:30Z,2019-04-14T00:00Z,143,159,low
2019-04-14T00:00Z,2019-04-14T00:30Z,165,158,low
2019-04-14T00:30Z,2019-04-14T01:00Z,159,158,low
2019-04-14T01:00Z,2019-04-14T01:30Z,162,159,low
2019-04-14T01:30Z,2019-04-14T02:00Z,159,165,moderate
2019-04-14T02:00Z,2019-04-14T02:30Z,160,169,moderate
2019-04-14T02:30Z,2019-04-14T03:00Z,169,169,moderate
2019-04-14T03:00Z,2019-04-14T03:30Z,169,167,moderate
2019-04-14T23:00Z,2019-04-14T23:30Z,116,121,low
2019-04-14T23:30Z,2019-04-15T00:00Z,112,124,low
2019-04-15T00:00Z,2019-04-15T00:30Z,123,130,low
2019-04-15T00:30Z,2019-04-15T01:00Z,128,128,low
2019-04-15T01:00Z,2019-04-15T01:30Z,138,126,low
2019-04-15T01:30Z,2019-04-15T02:00Z,128,131,low
2019-04-15T02:00Z,2019-04-15T02:30Z,129,130,low
2019-04-15T02:30Z,2019-04-15T03:00Z,135,126,low
2019-04-15T03:00Z,2019-04-15T03:30Z,129,124,low
2019-04-15T23:00Z,2019-04-15T23:30Z,119,117,low
2019-04-15T23:30Z,2019-04-16T00:00Z,113,120,low
2019-04-16T00:00Z,2019-04-16T00:30Z,119,128,low
2019-04-16T00:30Z,2019-04-16T01:00Z,125,132,low
2019-04-16T01:00Z,2019-04-16T01:30Z,135,134,low
2019-04-16T01:30Z,2019-04-16T02:00Z,137,141,low
2019-04-16T02:00Z,2019-04-16T02:30Z,139,147,low
2019-04-16T02:30Z,2019-04-16T03:00Z,146,154,low
2019-04-16T03:00Z,2019-04-16T03:30Z,150,157,low
2019-04-16T23:00Z,2019-04-16T23:30Z,211,216,moderate
2019-04-16T23:30Z,2019-04-17T00:00Z,207,218,moderate
2019-04-17T00:00Z,2019-04-17T00:30Z,218,224,moderate
2019-04-17T00:30Z,2019-04-17T01:00Z,224,228,moderate
2019-04-17T01:00Z,2019-04-17T01:30Z,231,225,moderate
2019-04-17T01:30Z,2019-04-17T02:00Z,232,225,moderate
2019-04-17T02:00Z,2019-04-17T02:30Z,229,226,moderate
2019-04-17T02:30Z,2019-04-17T03:00Z,226,224,moderate
2019-04-17T03:00Z,2019-04-17T03:30Z,224,223,moderate
2019-04-17T23:00Z,2019-04-17T23:30Z,187,183,moderate
2019-04-17T23:30Z,2019-04-18T00:00Z,183,184,moderate
2019-04-18T00:00Z,2019-04-18T00:30Z,184,190,moderate
2019-04-18T00:30Z,2019-04-18T01:00Z,187,194,moderate
2019-04-18T01:00Z,2019-04-18T01:30Z,195,192,moderate
2019-04-18T01:30Z,2019-04-18T02:00Z,196,195,moderate
2019-04-18T02:00Z,2019-04-18T02:30Z,200,195,moderate
2019-04-18T02:30Z,2019-04-18T03:00Z,196,197,moderate
2019-04-18T03:00Z,2019-04-18T03:30Z,192,200,moderate
2019-04-18T23:00Z,2019-04-18T23:30Z,173,184,moderate
2019-04-18T23:30Z,2019-04-19T00:00Z,163,184,moderate
2019-04-19T00:00Z,2019-04-19T00:30Z,184,186,moderate
2019-04-19T00:30Z,2019-04-19T01:00Z,182,189,moderate
2019-04-19T01:00Z,2019-04-19T01:30Z,192,193,moderate
2019-04-19T01:30Z,2019-04-19T02:00Z,198,195,moderate
2019-04-19T02:00Z,2019-04-19T02:30Z,198,198,moderate
2019-04-19T02:30Z,2019-04-19T03:00Z,198,202,moderate
2019-04-19T03:00Z,2019-04-19T03:30Z,201,206,moderate
2019-04-19T23:00Z,2019-04-19T23:30Z,241,,moderate
2019-04-19T23:30Z,2019-04-20T00:00Z,229,,moderate
2019-04-20T00:00Z,2019-04-20T00:30Z,219,,moderate
2019-04-20T00:30Z,2019-04-20T01:00Z,209,,moderate
2019-04-20T01:00Z,2019-04-20T01:30Z,202,,moderate
2019-04-20T01:30Z,2019-04-20T02:00Z,198,,moderate
2019-04-20T02:00Z,2019-04-20T02:30Z,197,,moderate
2019-04-20T02:30Z,2019-04-20T03:00Z,199,,moderate
2019-04-20T03:00Z,2019-04-20T03:30Z,198,,moderate
2019-04-20T23:00Z,2019-04-20T23:30Z,252,,moderate
2019-04-20T23:30Z,2019-04-21T00:00Z,249,,moderate
2019-04-21T00:00Z,2019-04-21T00:30Z,245,,moderate
2019-04-21T00:30Z,2019-04-21T01:00Z,240,,moderate
2019-04-21T01:00Z,2019-04-21T01:30Z,232,,moderate
2019-04-21T01:30Z,2019-04-21T02:00Z,226,,moderate
2019-04-21T02:00Z,2019-04-21T02:30Z,223,,moderate
2019-04-21T02:30Z,2019-04-21T03:00Z,222,,moderate
2019-04-21T03:00Z,2019-04-21T03:30Z,221,,moderate
2019-04-21T23:00Z,2019-04-21T23:30Z,179,178,moderate
2019-04-21T23:30Z,2019-04-22T00:00Z,170,178,moderate
2019-04-22T00:00Z,2019-04-22T00:30Z,163,183,moderate
2019-04-22T00:30Z,2019-04-22T01:00Z,158,185,moderate
2019-04-22T01:00Z,2019-04-22T01:30Z,156,186,moderate
2019-04-22T01:30Z,2019-04-22T02:00Z,155,185,moderate
2019-04-22T02:00Z,2019-04-22T02:30Z,155,184,moderate
2019-04-22T02:30Z,2019-04-22T03:00Z,156,183,moderate
2019-04-22T03:00Z,2019-04-22T03:30Z,156,183,moderate
2019-04-22T23:00Z,2019-04-22T23:30Z,142,135,low
2019-04-22T23:30Z,2019-04-23T00:00Z,139,132,low
2019-04-23T00:00Z,2019-04-23T00:30Z,140,136,low
2019-04-23T00:30Z,2019-04-23T01:00Z,143,137,low
2019-04-23T01:00Z,2019-04-23T01:30Z,145,138,low
2019-04-23T01:30Z,2019-04-23T02:00Z,143,137,low
2019-04-23T02:00Z,2019-04-23T02:30Z,139,145,low
2019-04-23T02:30Z,2019-04-23T03:00Z,142,144,low
2019-04-23T03:00Z,2019-04-23T03:30Z,147,153,low
2019-04-23T23:00Z,2019-04-23T23:30Z,180,173,moderate
2019-04-23T23:30Z,2019-04-24T00:00Z,177,176,moderate
2019-04-24T00:00Z,2019-04-24T00:30Z,174,178,moderate
2019-04-24T00:30Z,2019-04-24T01:00Z,181,185,moderate
2019-04-24T01:00Z,2019-04-24T01:30Z,185,186,moderate
2019-04-24T01:30Z,2019-04-24T02:00Z,190,185,moderate
2019-04-24T02:00Z,2019-04-24T02:30Z,187,188,moderate
2019-04-24T02:30Z,2019-04-24T03:00Z,186,186,moderate
2019-04-24T03:00Z,2019-04-24T03:30Z,188,187,moderate
2019-04-24T23:00Z,2019-04-24T23:30Z,186,188,moderate
2019-04-24T23:30Z,2019-04-25T00:00Z,179,186,moderate
2019-04-25T00:00Z,2019-04-25T00:30Z,185,191,moderate
2019-04-25T00:30Z,2019-04-25T01:00Z,186,188,moderate
2019-04-25T01:00Z,2019-04-25T01:30Z,193,191,moderate
2019-04-25T01:30Z,2019-04-25T02:00Z,194,192,moderate
2019-04-25T02:00Z,2019-04-25T02:30Z,194,189,moderate
